Region,Division,District,BEIS School ID,School Name,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,K Male,K Female,G1 Male,G1 Female,G2 Male,G2 Female,G3 Male,G3 Female,G4 Male,G4 Female,G5 Male,G5 Female,G6 Male,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G7 Female,G8 Male,G8 Female,G9 Male,G9 Female,G10 Male,G10 Female,JHS NG Male,JHS NG Female,G11 ACAD ABM Male,G11 ACAD ABM Female,G11 ACAD HUMSS Male,G11 ACAD HUMSS Female,G11 ACAD STEM Male,G11 ACAD STEM Female,G11 ACAD GAS Male,G11 ACAD GAS Female,G11 ACAD PBM Male,G11 ACAD PBM Female,G11 TVL Male,G11 TVL Female,G11 SPORTS Male,G11 SPORTS Female,G11 ARTS Male,G11 ARTS Female,G12 ACAD ABM Male,G12 ACAD ABM Female,G12 ACAD HUMSS Male,G12 ACAD HUMSS Female,G12 ACAD STEM Male,G12 ACAD STEM Female,G12 ACAD GAS Male,G12 ACAD GAS Female,G12 ACAD PBM Male,G12 ACAD PBM Female,G12 TVL Male,G12 TVL Female,G12 SPORTS Male,G12 SPORTS Female,G12 ARTS Male,G12 ARTS Female
Region I,Ilocos Norte,Bacarra I,100011,Santo Cristo Elementary School,ILOCOS NORTE,BACARRA,1st District,SANTO CRISTO I (POB.),Public,DepED Managed,School with no Annexes,Purely ES,13,10,11,17,15,12,13,13,6,8,17,18,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra I,100012,Tambidao Elementary School,ILOCOS NORTE,BACARRA,1st District,TAMBIDAO,Public,DepED Managed,School with no Annexes,Purely ES,6,7,4,4,10,5,6,8,4,7,6,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra I,300002,Bacarra NCHS,ILOCOS NORTE,BACARRA,1st District,SANTA RITA (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,168,238,197,226,229,261,279,8,5,23,75,98,104,27,48,0,0,0,0,153,44,0,0,0,0,31,63,81,98,27,52,0,0,0,0,165,51,0,0,0,0
Region I,Ilocos Norte,Bacarra I,300007,Cadaratan National High School,ILOCOS NORTE,BACARRA,1st District,CADARATAN,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,45,33,51,55,47,53,67,0,0,0,0,17,20,0,0,31,14,0,0,0,0,0,0,0,0,0,0,21,15,0,0,25,22,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra I,400001,"St. Andrew Academy of Bacarra, Inc.",ILOCOS NORTE,BACARRA,1st District,SANTA RITA (POB.),Private,Sectarian ,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,7,3,5,5,6,2,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra I,410001,"The Riverdeep Academy, Inc.",ILOCOS NORTE,BACARRA,1st District,CABUSLIGAN,Private,Non-Sectarian ,School with no Annexes,Purely ES,24,19,15,18,14,18,21,15,15,10,18,20,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra I,410019,St. Andrew Grade School,ILOCOS NORTE,BACARRA,1st District,SANTA RITA (POB.),Private,Sectarian ,School with no Annexes,Purely ES,4,7,3,5,3,2,5,2,5,6,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra II,100013,Bangsirit Elementary School,ILOCOS NORTE,BACARRA,1st District,CABUSLIGAN,Public,DepED Managed,School with no Annexes,Purely ES,9,10,8,11,3,7,14,8,11,7,15,16,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra II,100014,Cabaruan Elementary School,ILOCOS NORTE,BACARRA,1st District,CABARUAN,Public,DepED Managed,School with no Annexes,Purely ES,4,10,10,6,10,9,12,12,10,13,22,15,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra II,100015,Cabulalaan Elementary School,ILOCOS NORTE,BACARRA,1st District,CABULALAAN,Public,DepED Managed,School with no Annexes,Purely ES,16,12,23,14,19,11,24,10,19,11,21,18,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra II,100016,Cadaratan Elementary School,ILOCOS NORTE,BACARRA,1st District,CADARATAN,Public,DepED Managed,School with no Annexes,Purely ES,10,7,13,10,10,13,21,14,18,13,18,18,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra II,100017,Calioet Elementary School,ILOCOS NORTE,BACARRA,1st District,CALIOET-LIBONG,Public,DepED Managed,School with no Annexes,Purely ES,7,3,3,3,5,6,5,3,2,2,10,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra II,100018,Casilian Elementary School,ILOCOS NORTE,BACARRA,1st District,CASILIAN,Public,DepED Managed,Mother school,Purely ES,5,6,4,5,3,3,6,2,1,6,6,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra II,100019,Paninaan Elementary School,ILOCOS NORTE,BACARRA,1st District,PANINAAN,Public,DepED Managed,School with no Annexes,Purely ES,1,2,1,5,3,4,6,3,4,4,8,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra II,100020,Parang E/S,ILOCOS NORTE,BACARRA,1st District,DURIPES,Public,DepED Managed,School with no Annexes,Purely ES,13,15,14,8,9,12,14,12,9,8,21,15,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra II,100021,Pungto Elementary School,ILOCOS NORTE,BACARRA,1st District,PUNGTO,Public,DepED Managed,School with no Annexes,Purely ES,4,5,4,3,3,6,8,9,2,2,5,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra II,100022,San Agustin Elementary School,ILOCOS NORTE,BACARRA,1st District,SAN AGUSTIN II (POB.),Public,DepED Managed,School with no Annexes,Purely ES,10,16,12,17,13,7,8,19,10,8,13,17,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra II,100023,Tubburan Elementary School,ILOCOS NORTE,BACARRA,1st District,TUBBURAN,Public,DepED Managed,School with no Annexes,Purely ES,7,9,12,11,7,3,9,12,14,9,15,4,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bacarra II,150023,Casilian Primary School - Taguipuro Annex,ILOCOS NORTE,BACARRA,1st District,CASILIAN,Public,DepED Managed,Annex or Extension school(s),Purely ES,3,1,5,1,8,4,8,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100024,Ar-Arusip Elementary School,ILOCOS NORTE,BADOC,2nd District,AR-ARUSIP,Public,DepED Managed,School with no Annexes,Purely ES,12,9,11,16,14,10,11,17,12,10,16,12,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100025,Badoc North Central School,ILOCOS NORTE,BADOC,2nd District,LACUBEN,Public,DepED Managed,School with no Annexes,Purely ES,10,12,15,8,14,12,26,13,9,4,19,16,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100026,Badoc South Central School SPED Center,ILOCOS NORTE,BADOC,2nd District,GARRETA (POB.),Public,DepED Managed,School with no Annexes,Purely ES,23,31,40,24,30,34,37,38,28,24,39,46,32,52,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100027,Camanga Elementary School,ILOCOS NORTE,BADOC,2nd District,CAMANGA,Public,DepED Managed,School with no Annexes,Purely ES,7,7,9,2,10,7,8,10,4,4,14,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100029,Gabut Elementary School,ILOCOS NORTE,BADOC,2nd District,GABUT NORTE,Public,DepED Managed,School with no Annexes,Purely ES,11,15,20,15,18,14,25,14,16,8,31,23,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100030,Labut Elementary School,ILOCOS NORTE,BADOC,2nd District,LABUT,Public,DepED Managed,School with no Annexes,Purely ES,5,5,6,7,8,6,6,9,6,6,11,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100031,Lasien School,ILOCOS NORTE,BADOC,2nd District,NAPU,Public,DepED Managed,School with no Annexes,Purely ES,1,1,1,3,2,2,3,2,3,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100032,Mabusag-Napu Elementary School,ILOCOS NORTE,BADOC,2nd District,MABUSAG NORTE,Public,DepED Managed,School with no Annexes,Purely ES,12,14,18,6,16,12,16,11,20,12,23,29,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100033,Madupayas Elementary School,ILOCOS NORTE,BADOC,2nd District,MADUPAYAS,Public,DepED Managed,School with no Annexes,Purely ES,8,10,5,8,4,10,6,8,5,7,9,12,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100034,Morong Elementary School,ILOCOS NORTE,BADOC,2nd District,MORONG,Public,DepED Managed,School with no Annexes,Purely ES,3,6,6,5,4,4,5,6,4,4,8,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100035,Nagrebcan Elementary School,ILOCOS NORTE,BADOC,2nd District,ALAY-NANGBABAAN (ALAY 15-B),Public,DepED Managed,School with no Annexes,Purely ES,14,9,13,6,14,10,13,14,15,11,19,19,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100036,Pagsanahan Elementary School,ILOCOS NORTE,BADOC,2nd District,PAGSANAHAN SUR,Public,DepED Managed,School with no Annexes,Purely ES,17,11,14,21,19,17,18,24,17,12,20,24,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100037,Paltit Elementary School,ILOCOS NORTE,BADOC,2nd District,PARANG,Public,DepED Managed,School with no Annexes,Purely ES,8,8,8,6,14,10,9,12,7,3,18,23,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100038,Pasuc-Parang Elementary School,ILOCOS NORTE,BADOC,2nd District,SANTA CRUZ NORTE,Public,DepED Managed,School with no Annexes,Purely ES,4,8,5,7,4,10,3,4,4,1,8,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100039,Saud Elementary School,ILOCOS NORTE,BADOC,2nd District,SAUD,Public,DepED Managed,School with no Annexes,Purely ES,6,6,8,7,8,4,11,12,7,5,19,15,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100040,Sta. Cruz Elementary School,ILOCOS NORTE,BADOC,2nd District,SANTA CRUZ SUR,Public,DepED Managed,School with no Annexes,Purely ES,8,2,9,4,5,6,16,11,11,2,8,16,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100041,Turod Elementary School,ILOCOS NORTE,BADOC,2nd District,TUROD,Public,DepED Managed,School with no Annexes,Purely ES,6,3,8,8,4,8,7,7,4,2,10,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,100042,Virgen Milagrosa Elementary School,ILOCOS NORTE,BADOC,2nd District,LA VIRGEN MILAGROSA (PAGUETPET),Public,DepED Managed,School with no Annexes,Purely ES,17,14,10,7,13,11,16,9,9,11,23,7,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,150001,Aring Elementary School,ILOCOS NORTE,BADOC,2nd District,ARING,Public,DepED Managed,School with no Annexes,Purely ES,14,8,11,8,9,7,11,6,7,1,12,17,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,150002,Mabusag Sur Elementary School,ILOCOS NORTE,BADOC,2nd District,MABUSAG SUR,Public,DepED Managed,School with no Annexes,Purely ES,8,1,6,14,8,5,10,9,5,7,11,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,300021,Nagrebcan NHS,ILOCOS NORTE,BADOC,2nd District,ALAY-NANGBABAAN (ALAY 15-B),Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,42,35,45,27,31,26,0,0,0,0,0,0,0,0,24,21,0,0,21,9,0,0,0,0,0,0,0,0,0,0,12,10,0,0,17,11,0,0,0,0
Region I,Ilocos Norte,Badoc,300023,Pagsanahan NHS,ILOCOS NORTE,BADOC,2nd District,PAGSANAHAN NORTE,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,41,31,46,35,39,40,0,0,0,0,12,13,0,0,0,0,0,0,28,9,0,0,0,0,0,0,17,13,0,0,0,0,0,0,31,15,0,0,0,0
Region I,Ilocos Norte,Badoc,400002,"Badoc Junior College, Inc.",ILOCOS NORTE,BADOC,2nd District,CANAAN (POB.),Private,Non-Sectarian ,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,16,17,25,22,30,15,0,0,16,8,0,0,0,0,0,0,0,0,19,13,0,0,0,0,10,3,0,0,0,0,0,0,0,0,26,6,0,0,0,0
Region I,Ilocos Norte,Badoc,400003,"IGAMA Colleges Foundation, Inc.",ILOCOS NORTE,BADOC,2nd District,GARRETA (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,6,8,5,6,1,7,7,5,3,3,8,10,5,4,0,0,14,13,34,26,25,27,32,31,0,0,1,1,2,6,16,16,0,0,0,0,3,2,0,0,0,0,0,6,18,4,12,16,0,0,0,0,14,3,0,0,0,0
Region I,Ilocos Norte,Badoc,400004,"Juan Luna Memorial Academy, Inc.",ILOCOS NORTE,BADOC,2nd District,ALOGOOG,Private,Non-Sectarian ,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,51,40,50,46,42,48,49,0,0,0,0,0,0,16,26,22,18,0,0,0,0,0,0,0,0,0,0,0,0,18,16,38,14,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,400005,St. Elizabeth Elementary School,ILOCOS NORTE,BADOC,2nd District,GARRETA (POB.),Private,Sectarian ,School with no Annexes,Purely ES,11,14,4,5,4,9,6,3,6,2,6,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,410025,"Badoc Little Angels Learning Center, Inc.",ILOCOS NORTE,BADOC,2nd District,CANAAN (POB.),Private,Non-Sectarian ,School with no Annexes,Purely ES,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Badoc,500000,Caraitan Integrated School,ILOCOS NORTE,BADOC,2nd District,CARAITAN,Public,DepED Managed,School with no Annexes,All Offering,20,17,20,9,21,17,15,16,18,16,24,16,21,19,0,0,41,44,53,53,61,43,49,56,0,0,0,0,21,14,11,12,30,22,0,0,0,0,0,0,0,0,0,0,19,8,2,9,22,8,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bangui,100043,Abaca Elementary School,ILOCOS NORTE,BANGUI,1st District,ABACA,Public,DepED Managed,School with no Annexes,Purely ES,8,7,11,12,10,12,14,9,4,5,18,18,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bangui,100044,Alao-ao Elementary School,ILOCOS NORTE,BANGUI,1st District,PAYAC,Public,DepED Managed,School with no Annexes,Purely ES,5,3,5,2,2,4,6,6,2,0,5,8,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bangui,100045,Bacsil Elementary School,ILOCOS NORTE,BANGUI,1st District,BACSIL,Public,DepED Managed,School with no Annexes,Purely ES,5,6,6,3,4,5,8,3,6,6,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bangui,100046,Banban Elementary School,ILOCOS NORTE,BANGUI,1st District,BANBAN,Public,DepED Managed,School with no Annexes,Purely ES,25,10,18,10,15,19,18,16,10,12,17,15,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ilocos Norte,Bangui,100047,Bangui CES,ILOCOS NORTE,BANGUI,1st District,SAN LORENZO (POB.),Public,DepED Managed,School with no Annexes,Purely ES,22,26,26,23,16,18,27,22,17,13,35,30,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
